is_string_match,is_string_without_punctuation_match,is_abbreviation,is_first_pronoun,is_second_pronoun,is_on_one_sentence,is_substring,first_name_class,second_name_class,negative,positive,support,confidence
0,0,0,0,0,0,0,LOCATION,ORGANIZATION,1,1,0.003051,0.0
0,0,0,0,0,0,1,LOCATION,ORGANIZATION,1,1,0.000088,0.0
0,1,0,0,1,1,1,UNKNOWN,UNKNOWN,1,1,0.000015,0.5
0,0,0,0,0,0,0,UNKNOWN,UNKNOWN,1,1,0.082064,0.001966
0,0,0,1,0,1,0,UNKNOWN,ORGANIZATION,1,1,0.00011,0.133333
0,1,0,0,0,0,0,UNKNOWN,LOCATION,1,1,0.026766,0.007945
0,1,0,0,1,1,0,UNKNOWN,UNKNOWN,1,1,0.000697,0.031579
0,0,0,0,0,0,1,UNKNOWN,UNKNOWN,1,1,0.000579,0.113924
1,1,0,0,0,1,1,LOCATION,LOCATION,1,1,0.000095,1.0
0,1,0,1,0,0,0,PERSON,PERSON,0.000015,0.0
0,1,0,1,0,0,1,PERSON,PERSON,0.000022,0.0
1,0,0,0,0,0,1,LOCATION,LOCATION,1,1,0.000015,1.0
1,1,0,0,0,1,0,PERSON,PERSON,0.000007,1.0
0,1,0,0,0,0,0,ORGANIZATION,ORGANIZATION,1,1,0.004422,0.014925
1,1,0,0,0,1,1,PERSON,PERSON,0.000029,1.0
0,1,0,0,0,0,1,ORGANIZATION,ORGANIZATION,1,1,0.000689,0.117021
0,0,0,0,1,0,0,UNKNOWN,UNKNOWN,1,1,0.00833,0.022887
0,1,0,0,0,1,0,ORGANIZATION,PERSON,0.00088,0.025
1,0,0,0,0,0,1,ORGANIZATION,ORGANIZATION,1,1,0.000044,0.833333
0,0,0,0,1,0,1,UNKNOWN,UNKNOWN,1,1,0.000037,0.0
0,0,0,0,0,0,0,PERSON,UNKNOWN,1,1,0.028702,0.011497
0,0,0,0,0,0,1,PERSON,UNKNOWN,1,1,0.000286,0.230769
0,1,1,0,0,1,0,UNKNOWN,ORGANIZATION,1,1,0.000007,1.0
0,0,0,0,1,0,1,PERSON,UNKNOWN,1,1,0.000015,0.5
0,1,0,0,0,1,0,UNKNOWN,UNKNOWN,1,1,0.01933,0.006449
0,0,0,1,0,1,0,UNKNOWN,UNKNOWN,1,1,0.001335,0.005495
0,0,0,0,0,1,0,LOCATION,PERSON,0.000147,0.0
0,1,0,0,0,0,0,LOCATION,LOCATION,1,1,0.005742,0.014049
0,1,0,0,0,1,1,UNKNOWN,UNKNOWN,1,1,0.000257,0.085714
0,0,0,0,1,0,0,PERSON,UNKNOWN,1,1,0.003073,0.174224
0,1,0,0,0,0,1,LOCATION,LOCATION,1,1,0.000675,0.065217
0,0,0,0,0,0,0,ORGANIZATION,PERSON,0.002024,0.003623
1,1,0,0,0,1,1,ORGANIZATION,ORGANIZATION,1,1,0.000037,1.0
0,0,0,0,0,0,1,ORGANIZATION,PERSON,0.000022,0.0
0,1,0,1,1,0,0,UNKNOWN,PERSON,0.000117,0.3125
0,1,0,0,1,1,0,PERSON,UNKNOWN,1,1,0.000169,0.304348
1,0,0,0,0,0,1,PERSON,PERSON,0.000029,0.75
1,1,0,0,0,1,0,ORGANIZATION,ORGANIZATION,1,1,0.000015,1.0
0,0,0,0,0,1,0,PERSON,ORGANIZATION,1,1,0.00044,0.0
0,0,0,0,0,1,0,ORGANIZATION,LOCATION,1,1,0.000176,0.0
0,0,0,0,0,1,1,PERSON,ORGANIZATION,1,1,0.000007,0.0
0,1,0,1,0,1,0,UNKNOWN,LOCATION,1,1,0.000271,0.0
0,1,0,0,0,1,0,PERSON,UNKNOWN,1,1,0.009247,0.018239
1,1,0,0,0,0,0,UNKNOWN,PERSON,0.000073,1.0
0,1,0,0,0,1,1,PERSON,UNKNOWN,1,1,0.000044,0.166667
0,1,0,0,0,0,1,PERSON,PERSON,0.002053,0.321429
0,1,0,0,0,1,0,LOCATION,ORGANIZATION,1,1,0.000352,0.020833
0,1,0,0,0,0,0,PERSON,PERSON,0.024566,0.025373
0,1,0,1,1,1,1,UNKNOWN,UNKNOWN,1,1,0.000022,0.0
0,0,0,0,1,1,0,ORGANIZATION,UNKNOWN,1,1,0.000015,0.0
0,1,1,0,0,1,0,LOCATION,ORGANIZATION,1,1,0.000015,0.5
0,1,0,0,0,0,1,UNKNOWN,LOCATION,1,1,0.000367,0.0
0,0,0,1,0,0,0,UNKNOWN,LOCATION,1,1,0.001335,0.049451
0,0,0,1,0,0,1,UNKNOWN,LOCATION,1,1,0.000007,0.0
0,1,0,0,1,0,0,LOCATION,UNKNOWN,1,1,0.003542,0.031056
0,1,0,1,0,0,1,UNKNOWN,PERSON,0.000007,0.0
0,1,0,0,1,0,1,LOCATION,UNKNOWN,1,1,0.000103,0.0
0,1,0,1,0,0,0,UNKNOWN,PERSON,0.004326,0.115254
0,0,0,0,0,1,1,PERSON,UNKNOWN,1,1,0.000015,0.0
0,1,0,0,0,1,1,PERSON,LOCATION,1,1,0.000037,0.0
0,1,0,0,1,0,0,PERSON,PERSON,0.000161,0.045455
0,1,0,0,0,1,0,PERSON,LOCATION,1,1,0.001591,0.018433
0,1,0,0,0,0,0,UNKNOWN,PERSON,0.065924,0.013014
1,0,0,0,0,1,1,ORGANIZATION,ORGANIZATION,1,1,0.000007,1.0
0,0,0,0,1,1,0,PERSON,UNKNOWN,1,1,0.000066,0.111111
0,1,0,0,1,0,1,PERSON,PERSON,0.000022,1.0
0,1,1,0,0,1,1,UNKNOWN,UNKNOWN,1,1,0.000007,0.0
0,0,0,0,0,1,0,UNKNOWN,UNKNOWN,1,1,0.007076,0.003109
0,0,0,0,0,1,0,UNKNOWN,ORGANIZATION,1,1,0.000946,0.015504
0,0,0,0,0,1,1,UNKNOWN,UNKNOWN,1,1,0.000037,0.0
0,0,0,0,0,1,1,ORGANIZATION,LOCATION,1,1,0.000007,0.0
1,1,0,1,1,0,0,UNKNOWN,UNKNOWN,1,1,0.000242,0.454545
0,0,0,0,0,1,1,UNKNOWN,ORGANIZATION,1,1,0.000007,0.0
1,1,0,1,1,0,1,UNKNOWN,UNKNOWN,1,1,0.000359,0.346939
0,0,0,0,0,1,0,PERSON,UNKNOWN,1,1,0.002545,0.034582
0,1,1,0,0,0,0,ORGANIZATION,ORGANIZATION,1,1,0.000007,1.0
0,1,0,1,0,0,0,UNKNOWN,ORGANIZATION,1,1,0.001723,0.042553
0,0,0,0,1,1,0,UNKNOWN,UNKNOWN,1,1,0.000308,0.02381
0,0,0,0,0,0,1,LOCATION,UNKNOWN,1,1,0.000147,0.1
0,1,0,1,0,1,0,UNKNOWN,PERSON,0.000374,0.137255
0,0,0,0,0,0,0,LOCATION,UNKNOWN,1,1,0.017445,0.003363
0,1,0,0,0,0,0,ORGANIZATION,UNKNOWN,1,1,0.032251,0.001364
0,1,0,0,0,0,1,LOCATION,PERSON,0.000418,0.157895
1,1,0,0,0,0,0,PERSON,UNKNOWN,1,1,0.00022,1.0
0,1,0,0,0,0,1,ORGANIZATION,UNKNOWN,1,1,0.000506,0.028986
0,1,0,0,0,0,0,LOCATION,PERSON,0.01122,0.007843
0,0,0,0,1,0,0,LOCATION,UNKNOWN,1,1,0.001767,0.053942
1,1,0,0,0,0,1,UNKNOWN,ORGANIZATION,1,1,0.000007,1.0
0,0,0,1,1,1,1,UNKNOWN,UNKNOWN,1,1,0.000029,0.0
0,1,0,0,1,1,0,LOCATION,UNKNOWN,1,1,0.000051,0.142857
0,0,0,1,1,1,0,UNKNOWN,UNKNOWN,1,1,0.000066,0.0
0,0,0,0,0,0,1,UNKNOWN,LOCATION,1,1,0.000154,0.047619
0,1,1,0,0,0,0,LOCATION,LOCATION,1,1,0.000073,0.9
0,0,0,0,0,1,0,ORGANIZATION,PERSON,0.000286,0.0
1,1,0,0,0,0,0,UNKNOWN,ORGANIZATION,1,1,0.000007,1.0
0,0,0,0,0,0,0,UNKNOWN,LOCATION,1,1,0.011271,0.012362
0,1,0,1,0,1,1,UNKNOWN,PERSON,0.000007,0.0
0,1,0,0,1,0,1,ORGANIZATION,UNKNOWN,1,1,0.000007,1.0
0,1,0,0,0,1,0,LOCATION,UNKNOWN,1,1,0.003593,0.014286
0,1,0,0,1,0,0,ORGANIZATION,UNKNOWN,1,1,0.00297,0.049383
0,1,0,0,0,1,1,LOCATION,UNKNOWN,1,1,0.000022,0.0
0,1,0,0,0,0,1,UNKNOWN,PERSON,0.000755,0.145631
0,1,0,0,0,1,0,UNKNOWN,LOCATION,1,1,0.002919,0.020101
0,0,0,0,1,0,1,LOCATION,UNKNOWN,1,1,0.000037,0.0
0,1,0,0,0,1,1,UNKNOWN,LOCATION,1,1,0.000015,0.0
0,0,0,1,0,0,0,UNKNOWN,PERSON,0.002691,0.106267
0,0,0,0,0,0,1,PERSON,LOCATION,1,1,0.000051,0.0
0,1,1,0,0,0,1,PERSON,PERSON,0.000037,0.0
0,1,0,0,1,0,0,UNKNOWN,PERSON,0.000499,0.044118
0,0,0,0,0,0,0,PERSON,LOCATION,1,1,0.003329,0.013216
0,0,0,0,0,1,0,LOCATION,ORGANIZATION,1,1,0.000066,0.0
0,0,0,0,0,0,0,ORGANIZATION,UNKNOWN,1,1,0.008836,0.00332
0,1,0,1,1,0,1,UNKNOWN,UNKNOWN,1,1,0.000081,0.0
0,1,0,0,0,0,0,ORGANIZATION,LOCATION,1,1,0.002757,0.0
0,1,0,0,0,1,1,PERSON,PERSON,0.00011,0.2
0,1,0,0,0,0,1,ORGANIZATION,LOCATION,1,1,0.000066,0.111111
0,1,0,1,1,0,0,UNKNOWN,UNKNOWN,1,1,0.000909,0.0
0,0,0,0,0,0,1,LOCATION,LOCATION,1,1,0.000462,0.31746
0,0,0,1,0,1,0,UNKNOWN,LOCATION,1,1,0.000286,0.076923
1,1,0,0,0,0,1,UNKNOWN,UNKNOWN,1,1,0.001503,0.956098
0,0,0,0,0,0,0,LOCATION,LOCATION,1,1,0.002354,0.049844
1,1,0,0,0,0,0,UNKNOWN,UNKNOWN,1,1,0.000022,0.666667
0,0,0,0,1,0,0,ORGANIZATION,UNKNOWN,1,1,0.001137,0.109677
0,1,0,0,0,1,0,PERSON,PERSON,0.002471,0.083086
1,1,0,1,0,0,1,PERSON,PERSON,0.000029,1.0
0,1,1,0,0,1,0,ORGANIZATION,ORGANIZATION,1,1,0.000015,1.0
1,1,0,1,1,0,1,PERSON,PERSON,0.000022,1.0
0,0,0,0,0,1,1,ORGANIZATION,PERSON,0.000015,0.0
0,1,0,0,0,0,1,PERSON,UNKNOWN,1,1,0.000887,0.049587
0,1,0,0,0,0,0,PERSON,ORGANIZATION,1,1,0.009372,0.003912
0,1,0,1,0,0,0,UNKNOWN,UNKNOWN,1,1,0.015979,0.015145
0,1,0,0,0,0,0,UNKNOWN,ORGANIZATION,1,1,0.031055,0.005431
0,1,0,0,0,0,1,PERSON,ORGANIZATION,1,1,0.000249,0.088235
0,1,0,0,0,0,1,UNKNOWN,ORGANIZATION,1,1,0.000491,0.119403
1,1,0,0,0,1,0,PERSON,UNKNOWN,1,1,0.000015,1.0
0,1,1,0,0,0,0,PERSON,ORGANIZATION,1,1,0.000059,0.875
1,0,0,1,1,0,1,UNKNOWN,UNKNOWN,1,1,0.000044,0.0
0,1,0,0,1,0,0,LOCATION,PERSON,0.000051,0.0
0,1,0,1,0,0,1,UNKNOWN,UNKNOWN,1,1,0.000103,0.0
0,1,1,0,0,1,0,LOCATION,LOCATION,1,1,0.000015,1.0
0,0,0,0,0,0,1,ORGANIZATION,UNKNOWN,1,1,0.000198,0.37037
0,1,0,0,0,0,0,PERSON,UNKNOWN,1,1,0.083391,0.005892
0,0,0,0,0,0,0,ORGANIZATION,ORGANIZATION,1,1,0.001621,0.022624
0,1,0,1,1,0,0,PERSON,UNKNOWN,1,1,0.000051,0.571429
0,0,0,0,0,0,1,ORGANIZATION,ORGANIZATION,1,1,0.000257,0.171429
0,0,0,0,0,0,1,UNKNOWN,PERSON,0.000257,0.342857
1,1,0,1,1,1,1,UNKNOWN,UNKNOWN,1,1,0.000051,0.285714
0,0,0,0,0,0,0,UNKNOWN,PERSON,0.020151,0.012373
0,1,0,0,0,1,0,LOCATION,LOCATION,1,1,0.000792,0.027778
0,1,0,1,0,0,0,PERSON,UNKNOWN,1,1,0.000147,0.0
0,1,0,0,0,1,1,LOCATION,LOCATION,1,1,0.000051,0.285714
0,0,0,0,0,1,0,PERSON,LOCATION,1,1,0.000513,0.028571
0,0,0,0,0,1,1,PERSON,LOCATION,1,1,0.000007,0.0
1,1,0,1,1,1,0,UNKNOWN,UNKNOWN,1,1,0.000007,0.0
0,0,1,0,0,0,0,LOCATION,LOCATION,1,1,0.000015,1.0
0,0,0,0,0,1,1,UNKNOWN,LOCATION,1,1,0.000007,0.0
0,0,0,0,1,0,0,UNKNOWN,PERSON,0.000095,0.230769
0,0,0,0,0,1,0,UNKNOWN,LOCATION,1,1,0.001687,0.0
0,1,0,0,0,1,0,ORGANIZATION,UNKNOWN,1,1,0.003197,0.006881
0,1,0,0,0,1,0,ORGANIZATION,ORGANIZATION,1,1,0.001078,0.020408
0,0,0,0,0,0,1,PERSON,PERSON,0.000623,0.635294
0,0,0,0,0,1,0,LOCATION,UNKNOWN,1,1,0.001254,0.023392
0,0,0,0,0,0,0,PERSON,PERSON,0.006922,0.04661
0,1,0,0,0,1,1,ORGANIZATION,UNKNOWN,1,1,0.000066,0.111111
0,1,0,0,0,1,0,UNKNOWN,PERSON,0.003791,0.046422
0,0,0,0,1,0,1,PERSON,PERSON,0.000007,1.0
0,1,1,0,0,0,0,ORGANIZATION,LOCATION,1,1,0.000022,1.0
0,0,0,0,1,0,0,PERSON,PERSON,0.000007,0.0
0,1,0,0,0,1,1,UNKNOWN,PERSON,0.000015,0.0
0,0,0,0,1,1,0,LOCATION,UNKNOWN,1,1,0.000037,0.0
0,1,0,0,1,1,0,ORGANIZATION,UNKNOWN,1,1,0.000066,0.222222
0,1,0,0,0,1,1,ORGANIZATION,ORGANIZATION,1,1,0.000095,0.0
0,1,0,1,0,1,0,UNKNOWN,UNKNOWN,1,1,0.00198,0.007407
0,0,0,0,0,0,1,LOCATION,PERSON,0.000022,0.0
0,1,0,0,0,0,0,LOCATION,UNKNOWN,1,1,0.041835,0.000701
0,1,0,0,0,1,1,PERSON,ORGANIZATION,1,1,0.000037,0.2
0,1,0,0,0,1,0,PERSON,ORGANIZATION,1,1,0.001261,0.052326
0,1,0,0,0,0,1,LOCATION,UNKNOWN,1,1,0.000477,0.0
0,0,0,1,0,1,0,UNKNOWN,PERSON,0.000315,0.139535
1,1,0,0,0,1,1,UNKNOWN,UNKNOWN,1,1,0.000169,0.73913
1,1,0,0,1,0,1,PERSON,PERSON,0.000081,1.0
0,1,1,0,0,1,1,PERSON,ORGANIZATION,1,1,0.000007,0.0
0,1,0,1,1,1,0,UNKNOWN,UNKNOWN,1,1,0.000088,0.0
0,1,0,0,0,0,0,ORGANIZATION,PERSON,0.008778,0.003342
0,1,0,0,0,0,1,ORGANIZATION,PERSON,0.000161,0.363636
0,0,0,1,1,0,0,PERSON,UNKNOWN,1,1,0.000007,0.0
0,0,0,0,0,0,0,LOCATION,PERSON,0.004656,0.011024
0,1,0,0,1,0,1,ORGANIZATION,PERSON,0.000029,1.0
0,0,0,0,0,1,1,ORGANIZATION,UNKNOWN,1,1,0.000015,0.0
0,0,0,1,0,0,1,UNKNOWN,UNKNOWN,1,1,0.000015,0.0
0,1,0,0,0,1,0,LOCATION,PERSON,0.000675,0.021739
0,0,0,1,0,0,0,UNKNOWN,ORGANIZATION,1,1,0.001093,0.033557
1,1,0,0,0,0,1,ORGANIZATION,ORGANIZATION,1,1,0.000748,0.990196
0,0,0,0,0,1,0,ORGANIZATION,UNKNOWN,1,1,0.000792,0.0
0,0,0,1,0,0,0,UNKNOWN,UNKNOWN,1,1,0.010743,0.005461
0,1,0,1,0,0,1,PERSON,LOCATION,1,1,0.000007,1.0
0,1,0,1,0,0,0,PERSON,LOCATION,1,1,0.000029,0.0
0,1,0,0,1,0,0,UNKNOWN,UNKNOWN,1,1,0.019139,0.01341
0,1,0,0,1,0,0,ORGANIZATION,PERSON,0.000073,0.0
0,1,1,0,0,1,0,PERSON,ORGANIZATION,1,1,0.000051,1.0
0,1,0,0,0,1,1,LOCATION,PERSON,0.000007,0.0
0,0,0,0,0,1,1,LOCATION,LOCATION,1,1,0.000117,0.0
0,1,0,0,0,1,0,UNKNOWN,ORGANIZATION,1,1,0.002295,0.047923
1,1,0,0,0,0,0,LOCATION,LOCATION,1,1,0.000007,1.0
0,0,0,1,1,0,0,UNKNOWN,UNKNOWN,1,1,0.000983,0.0
0,1,0,0,0,1,1,UNKNOWN,ORGANIZATION,1,1,0.000029,0.0
0,0,0,0,0,1,0,LOCATION,LOCATION,1,1,0.000352,0.020833
1,1,0,0,0,0,1,LOCATION,LOCATION,1,1,0.001291,1.0
0,1,0,0,1,0,1,UNKNOWN,UNKNOWN,1,1,0.000132,0.0
0,0,0,1,0,0,0,PERSON,UNKNOWN,1,1,0.000015,0.0
0,1,0,0,0,1,0,ORGANIZATION,LOCATION,1,1,0.000528,0.0
0,0,0,0,0,0,0,PERSON,ORGANIZATION,1,1,0.004063,0.018051
0,0,0,0,0,0,1,PERSON,ORGANIZATION,1,1,0.000029,0.0
0,0,0,1,1,0,1,UNKNOWN,UNKNOWN,1,1,0.000095,0.0
0,1,0,0,0,0,0,LOCATION,ORGANIZATION,1,1,0.006666,0.0
0,0,0,0,0,0,1,ORGANIZATION,LOCATION,1,1,0.000037,0.0
0,0,0,0,0,1,1,PERSON,PERSON,0.000044,0.666667
0,1,0,1,0,1,0,PERSON,UNKNOWN,1,1,0.000073,0.0
0,0,0,0,0,0,0,ORGANIZATION,LOCATION,1,1,0.000997,0.014706
0,0,0,0,0,1,0,PERSON,PERSON,0.000682,0.129032
0,0,0,0,0,0,1,UNKNOWN,ORGANIZATION,1,1,0.000147,0.0
0,1,0,0,1,0,0,PERSON,UNKNOWN,1,1,0.007861,0.13806
0,0,0,0,0,0,0,UNKNOWN,ORGANIZATION,1,1,0.011975,0.004899
0,1,0,0,1,0,1,PERSON,UNKNOWN,1,1,0.000059,0.125
0,1,0,0,0,0,1,UNKNOWN,UNKNOWN,1,1,0.00341,0.062366
0,1,0,0,0,0,0,UNKNOWN,UNKNOWN,1,1,0.232722,0.001765
0,1,1,0,0,0,0,LOCATION,ORGANIZATION,1,1,0.000022,1.0
0,1,0,1,0,1,0,UNKNOWN,ORGANIZATION,1,1,0.000176,0.125
0,1,0,1,0,0,1,UNKNOWN,LOCATION,1,1,0.000044,0.0
0,0,0,0,0,1,1,ORGANIZATION,ORGANIZATION,1,1,0.000059,0.0
0,1,0,1,1,1,0,PERSON,UNKNOWN,1,1,0.000022,0.666667
0,0,0,0,0,1,0,ORGANIZATION,ORGANIZATION,1,1,0.000455,0.0
0,1,0,1,0,0,0,UNKNOWN,LOCATION,1,1,0.002053,0.046429
0,0,0,0,0,1,0,UNKNOWN,PERSON,0.001533,0.052632
0,1,0,0,0,0,1,PERSON,LOCATION,1,1,0.000271,0.108108
0,1,0,0,0,0,0,PERSON,LOCATION,1,1,0.008374,0.009632
1,0,0,0,0,0,1,UNKNOWN,UNKNOWN,1,1,0.000059,1.0
0,1,0,0,0,0,1,LOCATION,ORGANIZATION,1,1,0.000022,0.333333
1,1,0,0,0,0,0,PERSON,PERSON,0.000007,1.0
1,1,0,0,0,0,1,PERSON,PERSON,0.001848,0.992063